,main_level,main_level_tag,sub_level,sub_level_tag,problem_idx,problem_comment,input_comment,output_comment,sample_data,chatGPT_output_code,hidden_test_case
23,37,최소 신장 트리,1,상근이의 여행,9372,상근이는 겨울방학을 맞아 N개국을 여행하면서 자아를 찾기로 마음먹었다. ,"첫 번째 줄에는 테스트 케이스의 수 T(T ≤ 100)가 주어지고,",테스트 케이스마다 한 줄을 출력한다.,"[['2\n3 3\n1 2\n2 3\n1 3\n5 4\n2 1\n2 3\n4 3\n4 5', '2\n4']]","#include <stdio.h>

int main() {
    int T;
    scanf(""%d"", &T);

    for (int i = 0; i < T; i++) {
        int N, M;
        scanf(""%d %d"", &N, &M);

        for (int j = 0; j < M; j++) {
            int a, b;
            scanf(""%d %d"", &a, &b);
        }

        printf(""%d\n"", N - 1);
    }

    return 0;
}","[['1\n1 0\n', '0'], ['1\n5 4\n1 2\n1 3\n1 4\n1 5', '4'], ['1\n2 1\n1 2', '1'], ['1\n6 5\n1 2\n2 3\n3 4\n4 5\n5 6', '5'], ['1\n2 2\n1 2\n2 1', '1'], ['3\n3 2\n1 2\n2 3\n1 3\n2 1\n3 1\n1 1\n1 3\n3 1\n3 3', '2\n0\n0'], ['2\n5 4\n1 2\n1 3\n2 3\n2 4\n3 4\n1 2\n3 4\n7 3\n1 2\n3 2\n4 1\n5 1\n6 1\n7 2\n6 3', '4\n2'], ['2\n1 1\n1 1\n5 4\n1 2\n3 4\n2 3\n4 5', '0\n4'], ['1\n6 7\n1 2\n1 3\n2 3\n2 4\n3 4\n3 5\n4 5', '5'], ['1\n4 3\n1 2\n2 3\n3 1', '3']]"
24,31,그래프와 순회,5,바이러스,2606,신종 바이러스인 웜 바이러스는 네트워크를 통해 전파된다. 한 컴퓨터가 웜 바이러스에 걸리면 그 컴퓨터와 네트워크 상에서 연결되어 있는 모든 컴퓨터는 웜 바이러스에 걸리게 된다.,첫째 줄에는 컴퓨터의 수가 주어진다. 컴퓨터의 수는 100 이하이고 각 컴퓨터에는 1번 부터 차례대로 번호가 매겨진다. 둘째 줄에는 네트워크 상에서 직접 연결되어 있는 컴퓨터 쌍의 수가 주어진다. 이어서 그 수만큼 한 줄에 한 쌍씩 네트워크 상에서 직접 연결되어 있는 컴퓨터의 번호 쌍이 주어진다.,"1번 컴퓨터가 웜 바이러스에 걸렸을 때, 1번 컴퓨터를 통해 웜 바이러스에 걸리게 되는 컴퓨터의 수를 첫째 줄에 출력한다.","[['7\n6\n1 2\n2 3\n1 5\n5 2\n5 6\n4 7', '4']]","#include <stdio.h>

int N, M, cnt;
int map[101][101]; // 인접 행렬
int visit[101]; // 방문 여부 저장을 위한 배열

void dfs(int start) { // dfs 함수 정의
    visit[start] = 1; // 현재 노드 방문 여부 체크
    cnt++; // 걸리는 컴퓨터 수 증가
    for (int i = 1; i <= N; i++) {
        if (visit[i] == 0 && map[start][i] == 1) { // 아직 방문하지 않았고 현재 노드와 이어진 노드인 경우
            dfs(i); // 이어진 노드로 이동
        }
    }
}

int main() {
    scanf(""%d %d"", &N, &M);
    for (int i = 0; i < M; i++) {
        int from, to;
        scanf(""%d %d"", &from, &to);
        map[from][to] = map[to][from] = 1; // 양방향 간선이므로 map에 1로 저장
    }

    dfs(1); // 1번 노드부터 dfs 탐색
    printf(""%d\n"", cnt - 1); // 1번 노드는 제외하고 출력
    return 0;
}","[['7\n6\n1 2\n2 3\n1 5\n5 2\n5 6\n4 7', '4'], ['6\n4\n3 1\n3 4\n4 2\n4 5', '4'], ['9\n7\n1 2\n2 3\n3 1\n3 4\n4 5\n5 6\n6 4\n', '5'], ['5\n4\n1 2\n2 3\n2 4\n4 5', '4'], ['10\n4\n1 2\n3 4\n5 6\n7 8', '1'], ['6\n5\n1 2\n2 3\n1 5\n5 2\n5 6', '4'], ['2\n1\n1 2', '1'], ['4\n2\n1 4\n3 4', '2'], ['10\n9\n1 2\n1 4\n2 3\n2 5\n3 6\n4 6\n5 6\n6 7\n6 8', '7'], ['4\n1\n2 3', '0']]"
25,30,스택 2,1,문자열 폭발,9935,"상근이는 문자열에 폭발 문자열을 심어 놓았다. 폭발 문자열이 폭발하면 그 문자는 문자열에서 사라지며, 남은 문자열은 합쳐지게 된다.","첫째 줄에 문자열이 주어진다. 문자열의 길이는 1보다 크거나 같고, 1,000,000보다 작거나 같다.",첫째 줄에 모든 폭발이 끝난 후 남은 문자열을 출력한다.,"[['mirkovC4nizCC44\nC4', 'mirkovniz'], ['12ab112ab2ab\n12ab', 'FRULA']]","#include <stdio.h>
#include <string.h>

char s[1000001]; // 문자열
char bomb[37]; // 폭발 문자열
char ans[1000001]; // 정답으로 출력할 문자열

int main() {
    scanf(""%s %s"", s, bomb); // 문자열과 폭발 문자열 입력 받기
    int len = strlen(bomb); // 폭발 문자열 길이
    int pos = 0; // ans 배열 인덱스를 나타내는 변수
    int slen = strlen(s); // 문자열 길이
    for (int i = 0; i < slen; i++) {
        ans[pos++] = s[i]; // ans 배열에 문자 추가
        if (ans[pos-1] == bomb[len-1] && pos >= len) { // 폭발 문자열의 마지막 문자가 추가되고, 그 이상일 경우 폭발 문자열 여부 확인
            int check = 1;
            for (int j = 0; j < len; j++) { // 폭발 문자열과 일치하는지 확인
                if (ans[pos-len+j] != bomb[j]) {
                    check = 0;
                    break;
                }
            }
            if (check) pos -= len; // 폭발 문자열일 경우 ans 배열에서 지우기
        }
    }
    if (pos == 0) printf(""FRULA""); // ans 배열이 비었을 경우
    else { // ans 배열이 비어있지 않은 경우 문자열 출력
        for (int i = 0; i < pos; i++) {
            printf(""%c"", ans[i]);
        }
    }
    return 0;
}","[['mirkovC4nizCC44\nC4', 'mirkovniz'], ['12ab112ab2ab\n12ab', 'FRULA'], ['abcdefg\n', 'abcdefg'], ['aaabbb\naaa', 'bbb'], ['7777QWE7777\n7', 'QWE'], ['AAABBBCCC\nAAA', 'BBBCCC'], ['123659321\n123', '659321'], ['abcdefg\nxyz', 'abcdefg'], ['abcdefghijk\na', 'bcdefghijk'], ['CCCCDDDDDD\nCCCC', 'DDDDDD']]"
26,29,동적 계획법 2,2,행렬 곱셈 순서,11049,크기가 N×M인 행렬 A와 M×K인 B를 곱할 때 필요한 곱셈 연산의 수는 총 N×M×K번이다. 행렬 N개를 곱하는데 필요한 곱셈 연산의 수는 행렬을 곱하는 순서에 따라 달라지게 된다.,첫째 줄에 행렬의 개수 N(1 ≤ N ≤ 500)이 주어진다.,"첫째 줄에 입력으로 주어진 행렬을 곱하는데 필요한 곱셈 연산의 최솟값을 출력한다. 정답은 231-1 보다 작거나 같은 자연수이다. 또한, 최악의 순서로 연산해도 연산 횟수가 231-1보다 작거나 같다.","[['3\n5 3\n3 2\n2 6', '90']]","#include <stdio.h>
#include <limits.h> // INT_MAX 사용을 위해

#define MAX_N 500
#define INF INT_MAX // 최댓값으로 INF를 정의

int N;
int matrix[MAX_N+1][2]; // 행렬의 크기를 저장하는 배열
int dp[MAX_N+1][MAX_N+1]; // dp 테이블

int min(int a, int b) {
    return (a < b) ? a : b;
}

int main() {
    scanf(""%d"", &N);
    for (int i = 1; i <= N; i++) {
        scanf(""%d %d"", &matrix[i][0], &matrix[i][1]);
    }

    // dp 테이블 초기화
    for (int i = 1; i <= N; i++) {
        for (int j = 1; j <= N; j++) {
            if (i == j) {
                dp[i][j] = 0;
            }
            else {
                dp[i][j] = INF;
            }
        }
    }

    // dp 테이블 채우기
    for (int len = 1; len < N; len++) {
        for (int i = 1; i <= N - len; i++) {
            int j = i + len;
            for (int k = i; k < j; k++) {
                int cost = dp[i][k] + dp[k+1][j] + matrix[i][0] * matrix[k][1] * matrix[j][1];
                dp[i][j] = min(dp[i][j], cost);
            }
        }
    }

    printf(""%d"", dp[1][N]);
    return 0;
}","[['2\n100 50\n50 20', '100000'], ['3\n5 3\n3 2\n2 6', '90'], ['3\n1 100\n100 1\n1 100', '200'], ['2\n20 30\n30 40', '24000'], ['3\n1000 1\n1 1000\n1000 1', '2000'], ['1\n10 10', '0'], ['2\n4 5\n5 3', '60'], ['4\n1 2\n2 3\n3 4\n4 5', '38'], ['1\n5 5\n', '0'], ['3\n5 3\n3 2\n2 6\n', '90']]"
27,29,동적 계획법 2,3,내리막 길,1520,"여행을 떠난 세준이는 지도를 하나 구하였다. 이 지도는 아래 그림과 같이 직사각형 모양이며 여러 칸으로 나뉘어져 있다. 한 칸은 한 지점을 나타내는데 각 칸에는 그 지점의 높이가 쓰여 있으며, 각 지점 사이의 이동은 지도에서 상하좌우 이웃한 곳끼리만 가능하다.","첫째 줄에는 지도의 세로의 크기 M과 가로의 크기 N이 빈칸을 사이에 두고 주어진다. 이어 다음 M개 줄에 걸쳐 한 줄에 N개씩 위에서부터 차례로 각 지점의 높이가 빈 칸을 사이에 두고 주어진다. M과 N은 각각 500이하의 자연수이고, 각 지점의 높이는 10000이하의 자연수이다.",첫째 줄에 이동 가능한 경로의 수 H를 출력한다. 모든 입력에 대하여 H는 10억 이하의 음이 아닌 정수이다.,"[['4 5\n50 45 37 32 30\n35 50 40 20 25\n30 30 25 17 28\n27 24 22 15 10', '3']]","#include <stdio.h>

int m, n;
int map[501][501];
long long dp[501][501];

int dx[4] = {0, 0, 1, -1};
int dy[4] = {1, -1, 0, 0};

long long dfs(int x, int y) {
    if (dp[x][y] != -1) return dp[x][y]; // 이미 방문한 곳이면 계산된 값을 반환
    dp[x][y] = 0;

    for (int i = 0; i < 4; i++) {
        int nx = x + dx[i]; // 다음 이동할 x 좌표
        int ny = y + dy[i]; // 다음 이동할 y 좌표

        if (nx >= 0 && nx < m && ny >= 0 && ny < n) { // 범위 내에 있을 때
            if (map[nx][ny] < map[x][y]) // 이동할 수 있는 경우
                dp[x][y] += dfs(nx, ny); // 다음 좌표에서부터 계산
        }
    }

    return dp[x][y];
}

int main() {
    scanf(""%d %d"", &m, &n);

    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &map[i][j]);
            dp[i][j] = -1; // dp 배열을 -1로 초기화
            // -1인 경우는 방문하지 않은 곳을 의미
        }
    }

    dp[m - 1][n - 1] = 1; // 도착점은 1가지 방법으로 갈 수 있음
    printf(""%lld"", dfs(0, 0)); // 출발점에서부터 계산

    return 0;
}","[['1 1\n1', '1'], ['3 3\n9 8 7\n6 5 4\n3 2 1', '6'], ['2 2\n1 2\n2 1', '0'], ['4 5\n50 45 37 32 30\n35 50 40 20 25\n30 30 25 17 28\n27 24 22 15 10', '3'], ['1 2\n10000 1', '1'], ['3 3\n1 5 1\n2 1 2\n1 2 1', '0'], ['4 5\n4 2 3 4 5\n1 2 3 4 5\n3 2 1 2 3\n6 5 4 3 2', '0'], ['1 1\n5', '1'], ['2 2\n1 1\n1 1', '0'], ['2 2\n1 2\n1 2', '0']]"
28,17,조합론,4,이항 계수 1,11050,"자연수
N
\(N\)과 정수
K
\(K\)가 주어졌을 때 이항 계수
(
N
K
)
\(\binom{N}{K}\)를 구하는 프로그램을 작성하시오.","첫째 줄에
N
\(N\)과
K
\(K\)가 주어진다. (1 ≤
N
\(N\) ≤ 10, 0 ≤
K
\(K\) ≤
N
\(N\))"," (
N
K
)
\(\binom{N}{K}\)를 출력한다.","[['5 2', '10']]","#include <stdio.h>

int main() {
    int n, k, i, j;
    int bin_coef[11][11] = {0}; // 이항 계수 저장 배열

    scanf(""%d %d"", &n, &k);

    // 이항 계수 구하기
    for (i = 0; i <= n; i++) {
        bin_coef[i][0] = 1; // nC0 = 1
        bin_coef[i][i] = 1; // nCn = 1
    }
    for (i = 2; i <= n; i++) {
        for (j = 1; j < i; j++) {
            bin_coef[i][j] = bin_coef[i - 1][j - 1] + bin_coef[i - 1][j]; // 파스칼의 삼각형 이용
        }
    }

    printf(""%d\n"", bin_coef[n][k]);

    return 0;
}","[['5 0', '1'], ['6 5', '6'], ['8 3', '56'], ['10 0', '1'], ['7 1', '7'], ['4 4', '1'], ['10 5', '252'], ['3 2', '3'], ['9 4', '126'], ['3 0', '1']]"
30,10,기하: 직사각형과 삼각형,1,직사각형,27323,"정수 A, B 가 주어진다. 세로 길이가 A cm, 가로 길이가 B cm 인 아래와 같은 직사각형의 넓이를 cm2 단위로 구하시오.",표준 입력에 다음과 같은 형태로 입력이 주어진다.,"세로 길이가 A cm, 가로 길이가 B cm인 직사각형의 넓이를 cm2 단위로 구하고, 단위 (cm2)를 생략하여 출력한다.","[['2\n3', '6'], ['100\n1', '100'], ['4\n4', '16']]","#include <stdio.h>

int main() {
    int a, b, area;
    scanf(""%d %d"", &a, &b);
    area = a * b;
    printf(""%d"", area);
    return 0;
}","[['1\n100', '100'], ['6\n10', '60'], ['8\n8', '64'], ['13\n15', '195'], ['3\n20', '60'], ['7\n6', '42'], ['2\n2', '4'], ['5\n7', '35'], ['12\n4', '48'], ['17\n5', '85']]"
31,10,기하: 직사각형과 삼각형,2,직사각형에서 탈출,1085,"한수는 지금 (x, y)에 있다. 직사각형은 각 변이 좌표축에 평행하고, 왼쪽 아래 꼭짓점은 (0, 0), 오른쪽 위 꼭짓점은 (w, h)에 있다. 직사각형의 경계선까지 가는 거리의 최솟값을 구하는 프로그램을 작성하시오.","첫째 줄에 x, y, w, h가 주어진다.",첫째 줄에 문제의 정답을 출력한다.,"[['6 2 10 3', '1'], ['1 1 5 5', '1'], ['653 375 1000 1000', '347'], ['161 181 762 375', '161']]","#include <stdio.h>

int main() {
    int x, y, w, h;
    scanf(""%d %d %d %d"", &x, &y, &w, &h);
    int min_distance = w - x > h - y ? h - y : w - x;
    min_distance = min_distance > x ? x : min_distance;
    min_distance = min_distance > y ? y : min_distance;
    printf(""%d\n"", min_distance);
    return 0;
}","[['8 8 10 10', '2'], ['28 982 1000 1000', '18'], ['333 111 888 999', '111'], ['1 1 1000 1000', '1'], ['0 0 2 3', '0'], ['100 100 999 999', '100'], ['50 50 900 900', '50'], ['3 3 4 5', '1'], ['3 5 5 6', '1'], ['10 20 30 40', '10']]"
32,10,기하: 직사각형과 삼각형,3,네 번째 점,3009,"세 점이 주어졌을 때, 축에 평행한 직사각형을 만들기 위해서 필요한 네 번째 점을 찾는 프로그램을 작성하시오.","세 점의 좌표가 한 줄에 하나씩 주어진다. 좌표는 1보다 크거나 같고, 1000보다 작거나 같은 정수이다.",직사각형의 네 번째 점의 좌표를 출력한다.,"[['5 5\n5 7\n7 5', '7 7'], ['30 20\n10 10\n10 20', '30 10']]","#include <stdio.h>

int main() {
    int x[3], y[3];
    for (int i = 0; i < 3; i++) {
        scanf(""%d %d"", &x[i], &y[i]);
    }
    int x4 = x[0] == x[1] ? x[2] : (x[0] == x[2] ? x[1] : x[0]);
    int y4 = y[0] == y[1] ? y[2] : (y[0] == y[2] ? y[1] : y[0]);
    printf(""%d %d"", x4, y4);
    return 0;
}","[['1 1\n1 2\n2 1', '2 2'], ['10 10\n10 20\n20 10', '20 20'], ['1000 1\n1 1000\n1000 1000', '1 1'], ['50 60\n50 80\n30 60', '30 80'], ['1 1\n1 3\n3 1', '3 3'], ['90 100\n90 110\n100 100', '100 110'], ['5 5\n5 7\n7 5', '7 7'], ['30 20\n10 10\n10 20', '30 10'], ['10 10\n20 20\n10 20', '20 10'], ['7 7\n7 9\n9 7', '9 9']]"
33,10,기하: 직사각형과 삼각형,5,대지,9063," 임씨는 1950 년 한국전쟁으로 많은 손해를 본 사람들 중 하나다. 전쟁 통에 손해보지 않은 사람이 어디 있을까 만은 그는 6.25 가 일어나기 전만 해도 충청도 지방에 넓은 대지를 소유한 큰 부자였다. 전쟁이 나자 임씨는 땅문서와 값 나가는 것들만 챙겨서 일본으로 피난을 가지만 피난 중에 그만 땅문서를 잃어버리고 만다. 전쟁이 끝난 후에 임씨의 땅은 이미 다른 사람들의 논밭이 되어 있었고, 임씨는 땅을 되찾으려 했지만 문서가 없으니 생떼 쓰는 것과 다를 바 없었다. 이러다가 임씨는 길바닥에 나앉게 생겼다.","첫째 줄에는 점의 개수 N (1 ≤ N ≤ 100,000) 이 주어진다. 이어지는 N 줄에는 각 점의 좌표가 두 개의 정수로 한 줄에 하나씩 주어진다. 각각의 좌표는 -10,000 이상 10,000 이하의 정수이다. ",첫째 줄에 N 개의 점을 둘러싸는 최소 크기의 직사각형의 넓이를 출력하시오. ,"[['3\n20 24\n40 21\n10 12', '360'], ['1\n15 13', '0'], ['4\n2 1\n3 2\n5 2\n3 4', '9']]","#include <stdio.h>
#include <limits.h>

int main() {
    int n, x, y, min_x = INT_MAX, min_y = INT_MAX, max_x = INT_MIN, max_y = INT_MIN; // x, y 좌표의 최솟값과 최댓값을 저장하기 위한 변수
    scanf(""%d"", &n);
    for (int i = 0; i < n; i++) {
        scanf(""%d %d"", &x, &y);
        if (x < min_x) min_x = x; // x 좌표의 최솟값 찾기
        if (x > max_x) max_x = x; // x 좌표의 최댓값 찾기
        if (y < min_y) min_y = y; // y 좌표의 최솟값 찾기
        if (y > max_y) max_y = y; // y 좌표의 최댓값 찾기
    }
    int width = max_x - min_x; // 가로 길이
    int height = max_y - min_y ; // 세로 길이
    printf(""%d"", width * height); // 직사각형의 넓이 출력
    return 0;
}","[['2\n-10000 -10000\n10000 10000', '400000000'], ['6\n2 2\n0 3\n-1 2\n0 0\n2 3\n1 4', '12'], ['3\n-10000 -10000\n10000 10000\n0 0', '400000000'], ['4\n0 0\n2 2\n0 2\n2 0', '4'], ['1\n0 0', '0'], ['2\n10000 -10000\n-10000 10000', '400000000'], ['3\n4 1\n0 0\n5 -4', '25'], ['3\n0 4\n4 4\n2 0', '16'], ['6\n0 0\n1 1\n2 2\n-1 -1\n10 10\n-10 -10', '400'], ['4\n0 0\n0 1\n1 1\n1 0', '1']]"
34,10,기하: 직사각형과 삼각형,6,삼각형 외우기,10101,창영이는 삼각형의 종류를 잘 구분하지 못한다. 따라서 프로그램을 이용해 이를 외우려고 한다.,"총 3개의 줄에 걸쳐 삼각형의 각의 크기가 주어진다. 모든 정수는 0보다 크고, 180보다 작다.","문제의 설명에 따라 Equilateral, Isosceles, Scalene, Error 중 하나를 출력한다.","[['60\n70\n50', 'Scalene']]","#include <stdio.h>

int main() {
    int a, b, c;
    scanf(""%d %d %d"", &a, &b, &c);

    if (a + b + c != 180) {
        printf(""Error\n"");
    } else if (a == b && b == c) {
        printf(""Equilateral\n"");
    } else if (a == b || b == c || c == a) {
        printf(""Isosceles\n"");
    } else {
        printf(""Scalene\n"");
    }

    return 0;
}","[['60\n70\n50', 'Scalene'], ['60\n60\n60', 'Equilateral'], ['30\n60\n90', 'Scalene'], ['60\n60\n130', 'Error'], ['70\n70\n40', 'Isosceles'], ['100\n30\n50', 'Scalene'], ['90\n45\n45', 'Isosceles'], ['40\n80\n60', 'Scalene'], ['80\n70\n30', 'Scalene'], ['80\n50\n50', 'Isosceles']]"
