,main_level,main_level_tag,sub_level,sub_level_tag,problem_idx,problem_comment,input_comment,output_comment,sample_data,chatGPT_output_code
26,26,분할 정복,7,행렬 제곱,10830,"크기가 N*N인 행렬 A가 주어진다. 이때, A의 B제곱을 구하는 프로그램을 작성하시오. 수가 매우 커질 수 있으니, A^B의 각 원소를 1,000으로 나눈 나머지를 출력한다.","첫째 줄에 행렬의 크기 N과 B가 주어진다. (2 ≤ N ≤  5, 1 ≤ B ≤ 100,000,000,000)",첫째 줄부터 N개의 줄에 걸쳐 행렬 A를 B제곱한 결과를 출력한다.,"[['2 5\n1 2\n3 4', '69 558\n337 406'], ['3 3\n1 2 3\n4 5 6\n7 8 9', '468 576 684\n62 305 548\n656 34 412'], ['5 10\n1 0 0 0 1\n1 0 0 0 1\n1 0 0 0 1\n1 0 0 0 1\n1 0 0 0 1', '512 0 0 0 512\n512 0 0 0 512\n512 0 0 0 512\n512 0 0 0 512\n512 0 0 0 512']]","#include <stdio.h>

#define MAX_N 5

typedef struct {
    long long mat[MAX_N][MAX_N];
} matrix;

int n;
long long b;
matrix A;

matrix mat_mult(matrix X, matrix Y) {
    matrix result;
    int i, j, k;
    for (i = 0; i < n; i++) {
        for (j = 0; j < n; j++) {
            result.mat[i][j] = 0;
            for (k = 0; k < n; k++) {
                result.mat[i][j] += X.mat[i][k] * Y.mat[k][j];
                result.mat[i][j] %= 1000;
            }
        }
    }
    return result;
}

matrix mat_pow(matrix X, long long power) {
    if (power == 1) {
        return X;
    }
    matrix half = mat_pow(X, power/2);
    if (power % 2 == 0) {
        return mat_mult(half, half);
    } else {
        return mat_mult(mat_mult(half, half), X);
    }
}

int main() {
    scanf(""%d %lld"", &n, &b);
    int i, j;
    for (i = 0; i < n; i++) {
        for (j = 0; j < n; j++) {
            scanf(""%lld"", &A.mat[i][j]);
            A.mat[i][j] %= 1000;
        }
    }
    matrix result = mat_pow(A, b);
    for (i = 0; i < n; i++) {
        for (j = 0; j < n; j++) {
            printf(""%lld "", result.mat[i][j]);
        }
        printf(""\n"");
    }
    return 0;
}"
27,30,스택 2,1,문자열 폭발,9935,"상근이는 문자열에 폭발 문자열을 심어 놓았다. 폭발 문자열이 폭발하면 그 문자는 문자열에서 사라지며, 남은 문자열은 합쳐지게 된다.","첫째 줄에 문자열이 주어진다. 문자열의 길이는 1보다 크거나 같고, 1,000,000보다 작거나 같다.",첫째 줄에 모든 폭발이 끝난 후 남은 문자열을 출력한다.,"[['mirkovC4nizCC44\nC4', 'mirkovniz'], ['12ab112ab2ab\n12ab', 'FRULA']]","#include <stdio.h>
#include <stdlib.h>
#include <string.h>

int main() {
    char str[1000001], bomb[37];
    int len, bomb_len, i, top = 0;
    scanf(""%s%s"", str, bomb);
    len = strlen(str);
    bomb_len = strlen(bomb);
    char stack[len];
    for (i = 0; i < len; i++) {
        stack[top++] = str[i];
        if (top >= bomb_len && stack[top-1] == bomb[bomb_len-1]) {
            int flag = 1;
            for (int j = 0; j < bomb_len; j++) {
                if (bomb[bomb_len-j-1] != stack[top-j-1]) {
                    flag = 0;
                    break;
                }
            }
            if (flag == 1) top -= bomb_len;
        }
    }
    if (top == 0) printf(""FRULA"");
    else {
        for (i = 0; i < top; i++) printf(""%c"", stack[i]);
    }
    return 0;
}"
28,30,스택 2,3,오등큰수,17299,"크기가 N인 수열 A = A1, A2, ..., AN이 있다. 수열의 각 원소 Ai에 대해서 오등큰수 NGF(i)를 구하려고 한다.","첫째 줄에 수열 A의 크기 N (1 ≤ N ≤ 1,000,000)이 주어진다. 둘째에 수열 A의 원소 A1, A2, ..., AN (1 ≤ Ai ≤ 1,000,000)이 주어진다.","총 N개의 수 NGF(1), NGF(2), ..., NGF(N)을 공백으로 구분해 출력한다.","[['7\n1 1 2 3 4 2 1', '-1 -1 1 2 2 1 -1']]","#include <stdio.h>
#include <stdlib.h>

int main(void) {
    int N;
    scanf(""%d"", &N);

    int *A = (int*) malloc(sizeof(int) * N);
    for (int i = 0; i < N; i++) {
        scanf(""%d"", &A[i]);
    }

    int *count = (int*) calloc(1000001, sizeof(int));
    int *stack = (int*) malloc(sizeof(int) * N);
    int top = -1;
    int *NGF = (int*) malloc(sizeof(int) * N);

    for (int i = 0; i < N; i++) {
        count[A[i]]++;
    }

    for (int i = 0; i < N; i++) {
        while (top >= 0 && count[A[stack[top]]] < count[A[i]]) {
            NGF[stack[top--]] = A[i];
        }
        stack[++top] = i;
    }
    while (top >= 0) {
        NGF[stack[top--]] = -1;
    }

    for (int i = 0; i < N; i++) {
        printf(""%d "", NGF[i]);
    }
    
    free(A);
    free(count);
    free(stack);
    free(NGF);

    return 0;
}"
29,43,최소 공통 조상,3,LCA 2,11438,"N(2 ≤ N ≤ 100,000)개의 정점으로 이루어진 트리가 주어진다. 트리의 각 정점은 1번부터 N번까지 번호가 매겨져 있으며, 루트는 1번이다.","첫째 줄에 노드의 개수 N이 주어지고, 다음 N-1개 줄에는 트리 상에서 연결된 두 정점이 주어진다. 그 다음 줄에는 가장 가까운 공통 조상을 알고싶은 쌍의 개수 M이 주어지고, 다음 M개 줄에는 정점 쌍이 주어진다.",M개의 줄에 차례대로 입력받은 두 정점의 가장 가까운 공통 조상을 출력한다.,"[['15\n1 2\n1 3\n2 4\n3 7\n6 2\n3 8\n4 9\n2 5\n5 11\n7 13\n10 4\n11 15\n12 5\n14 7\n6\n6 11\n10 9\n2 6\n7 6\n8 13\n8 15', '2\n4\n2\n1\n3\n1']]","#include <stdio.h>
#include <vector>
using namespace std;

const int MAX = 100000;
vector<int> tree[MAX + 1];
bool visited[MAX + 1];
int depth[MAX + 1];
int parent[MAX + 1][20]; // parent[i][j]: i의 2^j번째 부모 노드
int log2[MAX + 1]; // log2[i]: i의 2진수 자릿수
int n, m;

void dfs(int node, int d) { // DFS로 각 노드의 깊이와 부모 노드를 구함
    visited[node] = true;
    depth[node] = d;
    for (int i = 0; i < tree[node].size(); i++) {
        int next = tree[node][i];
        if (!visited[next]) {
            parent[next][0] = node;
            dfs(next, d + 1);
        }
    }
}

void init() { // parent 배열과 log2 배열 초기화
    dfs(1, 0); // 루트 노드는 1, 깊이는 0
    for (int j = 1; (1 << j) <= n; j++) { // parent 배열 채우기
        for (int i = 1; i <= n; i++) {
            parent[i][j] = parent[parent[i][j-1]][j-1];
        }
    }
    for (int i = 2; i <= n; i++) { // log2 배열 채우기
        log2[i] = log2[i/2] + 1;
    }
}

int lca(int x, int y) {
    if (depth[x] > depth[y]) { // x가 더 깊게 만듦
        swap(x, y);
    }
    // 두 노드의 깊이가 같은 경우에 맞춰 부모 노드 위치 조정
    for (int i = log2[n]; i >= 0; i--) {
        if (depth[y] - depth[x] >= (1 << i)) {
            y = parent[y][i];
        }
    }
    // 두 노드의 부모 노드로 동시에 이동하며 LCA 탐색
    if (x == y) {
        return x;
    }
    for (int i = log2[n]; i >= 0; i--) {
        if (parent[x][i] != parent[y][i]) {
            x = parent[x][i];
            y = parent[y][i];
        }
    }
    return parent[x][0];
}

int main() {
    scanf(""%d"", &n);
    for (int i = 0; i < n-1; i++) {
        int u, v;
        scanf(""%d %d"", &u, &v);
        tree[u].push_back(v);
        tree[v].push_back(u);
    }
    init(); // parent 배열과 log2 배열 초기화
    scanf(""%d"", &m);
    for (int i = 0; i < m; i++) {
        int x, y;
        scanf(""%d %d"", &x, &y);
        printf(""%d\n"", lca(x, y)); // LCA 출력
    }
    return 0;
}"
30,43,최소 공통 조상,3,LCA 2,11438,"N(2 ≤ N ≤ 100,000)개의 정점으로 이루어진 트리가 주어진다. 트리의 각 정점은 1번부터 N번까지 번호가 매겨져 있으며, 루트는 1번이다.","첫째 줄에 노드의 개수 N이 주어지고, 다음 N-1개 줄에는 트리 상에서 연결된 두 정점이 주어진다. 그 다음 줄에는 가장 가까운 공통 조상을 알고싶은 쌍의 개수 M이 주어지고, 다음 M개 줄에는 정점 쌍이 주어진다.",M개의 줄에 차례대로 입력받은 두 정점의 가장 가까운 공통 조상을 출력한다.,"[['15\n1 2\n1 3\n2 4\n3 7\n6 2\n3 8\n4 9\n2 5\n5 11\n7 13\n10 4\n11 15\n12 5\n14 7\n6\n6 11\n10 9\n2 6\n7 6\n8 13\n8 15', '2\n4\n2\n1\n3\n1']]","#include <stdio.h>
#include <vector>
using namespace std;

const int MAX = 100000;
vector<int> tree[MAX + 1];
bool visited[MAX + 1];
int depth[MAX + 1];
int parent[MAX + 1][20]; // parent[i][j]: i의 2^j번째 부모 노드
int log2[MAX + 1]; // log2[i]: i의 2진수 자릿수
int n, m;

void dfs(int node, int d) { // DFS로 각 노드의 깊이와 부모 노드를 구함
    visited[node] = true;
    depth[node] = d;
    for (int i = 0; i < tree[node].size(); i++) {
        int next = tree[node][i];
        if (!visited[next]) {
            parent[next][0] = node;
            dfs(next, d + 1);
        }
    }
}

void init() { // parent 배열과 log2 배열 초기화
    dfs(1, 0); // 루트 노드는 1, 깊이는 0
    for (int j = 1; (1 << j) <= n; j++) { // parent 배열 채우기
        for (int i = 1; i <= n; i++) {
            parent[i][j] = parent[parent[i][j-1]][j-1];
        }
    }
    for (int i = 2; i <= n; i++) { // log2 배열 채우기
        log2[i] = log2[i/2] + 1;
    }
}

int lca(int x, int y) {
    if (depth[x] > depth[y]) { // x가 더 깊게 만듦
        swap(x, y);
    }
    // 두 노드의 깊이가 같은 경우에 맞춰 부모 노드 위치 조정
    for (int i = log2[n]; i >= 0; i--) {
        if (depth[y] - depth[x] >= (1 << i)) {
            y = parent[y][i];
        }
    }
    // 두 노드의 부모 노드로 동시에 이동하며 LCA 탐색
    if (x == y) {
        return x;
    }
    for (int i = log2[n]; i >= 0; i--) {
        if (parent[x][i] != parent[y][i]) {
            x = parent[x][i];
            y = parent[y][i];
        }
    }
    return parent[x][0];
}

int main() {
    scanf(""%d"", &n);
    for (int i = 0; i < n-1; i++) {
        int u, v;
        scanf(""%d %d"", &u, &v);
        tree[u].push_back(v);
        tree[v].push_back(u);
    }
    init(); // parent 배열과 log2 배열 초기화
    scanf(""%d"", &m);
    for (int i = 0; i < m; i++) {
        int x, y;
        scanf(""%d %d"", &x, &y);
        printf(""%d\n"", lca(x, y)); // LCA 출력
    }
    return 0;
}"
31,43,최소 공통 조상,3,LCA 2,11438,"N(2 ≤ N ≤ 100,000)개의 정점으로 이루어진 트리가 주어진다. 트리의 각 정점은 1번부터 N번까지 번호가 매겨져 있으며, 루트는 1번이다.","첫째 줄에 노드의 개수 N이 주어지고, 다음 N-1개 줄에는 트리 상에서 연결된 두 정점이 주어진다. 그 다음 줄에는 가장 가까운 공통 조상을 알고싶은 쌍의 개수 M이 주어지고, 다음 M개 줄에는 정점 쌍이 주어진다.",M개의 줄에 차례대로 입력받은 두 정점의 가장 가까운 공통 조상을 출력한다.,"[['15\n1 2\n1 3\n2 4\n3 7\n6 2\n3 8\n4 9\n2 5\n5 11\n7 13\n10 4\n11 15\n12 5\n14 7\n6\n6 11\n10 9\n2 6\n7 6\n8 13\n8 15', '2\n4\n2\n1\n3\n1']]","#include <stdio.h>
#include <vector>
#include <algorithm>
using namespace std;

vector<int> tree[100001];
int parent[100001][17];
int depth[100001];

void dfs(int node, int dep, int par) { // dfs로 각 노드의 깊이와 부모 노드 찾기
    depth[node] = dep;
    parent[node][0] = par;
    for (int i = 0; i < tree[node].size(); i++) {
        int next = tree[node][i];
        if (next != par) {
            dfs(next, dep + 1, node);
        }
    }
}

void set_parent(int n) { // 부모 노드 설정
    dfs(1, 0, -1);
    for (int j = 0; j < 16; j++) {
        for (int i = 1; i <= n; i++) {
            if (parent[i][j] != -1) {
                parent[i][j + 1] = parent[parent[i][j]][j];
            }
        }
    }
}

int get_lca(int u, int v) { // 가장 가까운 공통 조상 찾기
    if (depth[u] > depth[v]) swap(u, v);
    for (int i = 16; i >= 0; i--) {
        if (depth[v] - depth[u] >= (1 << i)) {
            v = parent[v][i];
        }
    }
    if (u == v) return u;
    for (int i = 16; i >= 0; i--) {
        if (parent[u][i] != parent[v][i]) {
            u = parent[u][i];
            v = parent[v][i];
        }
    }
    return parent[u][0];
}

int main() {
    int n, m;
    scanf(""%d"", &n);
    for (int i = 0; i < n - 1; i++) {
        int a, b;
        scanf(""%d %d"", &a, &b);
        tree[a].push_back(b);
        tree[b].push_back(a);
    }
    set_parent(n);
    scanf(""%d"", &m);
    for (int i = 0; i < m; i++) {
        int a, b;
        scanf(""%d %d"", &a, &b);
        printf(""%d\n"", get_lca(a, b));
    }
    return 0;
}"
32,40,동적 계획법 3,1,집합,11723,"비어있는 공집합 S가 주어졌을 때, 아래 연산을 수행하는 프로그램을 작성하시오.","첫째 줄에 수행해야 하는 연산의 수 M (1 ≤ M ≤ 3,000,000)이 주어진다.","check 연산이 주어질때마다, 결과를 출력한다.","[['26\nadd 1\nadd 2\ncheck 1\ncheck 2\ncheck 3\nremove 2\ncheck 1\ncheck 2\ntoggle 3\ncheck 1\ncheck 2\ncheck 3\ncheck 4\nall\ncheck 10\ncheck 20\ntoggle 10\nremove 20\ncheck 10\ncheck 20\nempty\ncheck 1\ntoggle 1\ncheck 1\ntoggle 1\ncheck 1', '1\n1\n0\n1\n0\n1\n0\n1\n0\n1\n1\n0\n0\n0\n1\n0']]","#include <stdio.h>
#include <string.h> // strcmp 함수 사용을 위한 헤더파일
using namespace std;

int bitset = 0; // 비트마스킹을 이용해 S 집합을 저장할 변수

int main() {
    int M;
    scanf(""%d"", &M);
    for (int i = 0; i < M; i++) {
        char op[7];
        int x;
        scanf(""%s"", op);
        if (!strcmp(op, ""add"")) {
            scanf(""%d"", &x);
            bitset |= (1 << x); // 해당 원소를 S에 추가
        }
        else if (!strcmp(op, ""remove"")) {
            scanf(""%d"", &x);
            bitset &= ~(1 << x); // 해당 원소를 S에서 제거
        }
        else if (!strcmp(op, ""check"")) {
            scanf(""%d"", &x);
            if ((bitset & (1 << x)) == 0) printf(""0\n""); // 해당 원소가 S에 없는 경우
            else printf(""1\n""); // 해당 원소가 S에 있는 경우
        }
        else if (!strcmp(op, ""toggle"")) {
            scanf(""%d"", &x);
            bitset ^= (1 << x); // 해당 원소의 포함 여부를 반전
        }
        else if (!strcmp(op, ""all"")) {
            bitset = (1 << 21) - 1; // 모든 원소를 S에 추가
        }
        else if (!strcmp(op, ""empty"")) {
            bitset = 0; // S를 공집합으로 만듦
        }
    }
    return 0;
}"
33,40,동적 계획법 3,3,외판원 순회,2098,"외판원 순회 문제는 영어로 Traveling Salesman problem (TSP) 라고 불리는 문제로 computer science 분야에서 가장 중요하게 취급되는 문제 중 하나이다. 여러 가지 변종 문제가 있으나, 여기서는 가장 일반적인 형태의 문제를 살펴보자.","첫째 줄에 도시의 수 N이 주어진다. (2 ≤ N ≤ 16) 다음 N개의 줄에는 비용 행렬이 주어진다. 각 행렬의 성분은 1,000,000 이하의 양의 정수이며, 갈 수 없는 경우는 0이 주어진다. W[i][j]는 도시 i에서 j로 가기 위한 비용을 나타낸다.",첫째 줄에 외판원의 순회에 필요한 최소 비용을 출력한다.,"[['4\n0 10 15 20\n5 0 9 10\n6 13 0 12\n8 8 9 0', '35']]","#include <stdio.h>
#include <algorithm>
#define INF 1000000000

using namespace std;

int n;
int w[17][17];
int dp[17][1<<16];

int tsp(int cur, int visited) {
    if (visited == (1 << n) - 1) { // 모든 도시 방문 완료한 경우
        if (w[cur][0] != 0) {
            return w[cur][0]; // 마지막 도시에서 시작 도시로 돌아갈 수 있는 경우 해당 비용 리턴
        } else {
            return INF; // 마지막 도시에서 시작 도시로 돌아갈 수 없는 경우 INF 리턴
        }
    }

    int& ret = dp[cur][visited];
    if (ret != -1) return ret; // 이미 계산한 경우

    ret = INF;

    for (int i = 0; i < n; i++) {
        if (visited & (1 << i)) continue; // 이미 방문한 도시인 경우
        if (w[cur][i] == 0) continue; // 해당 도시로 가는 길이 없는 경우
        ret = min(ret, tsp(i, visited | (1 << i)) + w[cur][i]); // 다음 도시 방문하면서 최소 비용 갱신
    }

    return ret;
}

int main() {
    scanf(""%d"", &n);

    for (int i = 0; i < n; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &w[i][j]);
        }
    }

    fill(&dp[0][0], &dp[16][1<<16], -1);
    printf(""%d\n"", tsp(0, 1));

    return 0;
}"
34,37,최소 신장 트리,1,상근이의 여행,9372,상근이는 겨울방학을 맞아 N개국을 여행하면서 자아를 찾기로 마음먹었다. ,"첫 번째 줄에는 테스트 케이스의 수 T(T ≤ 100)가 주어지고,",테스트 케이스마다 한 줄을 출력한다.,"[['2\n3 3\n1 2\n2 3\n1 3\n5 4\n2 1\n2 3\n4 3\n4 5', '2\n4']]","#include <stdio.h>

int main() {
    int T;
    scanf(""%d"", &T);

    for (int i = 0; i < T; i++) {
        int N, M;
        scanf(""%d %d"", &N, &M);

        for (int j = 0; j < M; j++) {
            int a, b;
            scanf(""%d %d"", &a, &b);
        }

        printf(""%d\n"", N - 1);
    }

    return 0;
}"
35,37,최소 신장 트리,5,전력난,6497,"성진이는 한 도시의 시장인데 거지라서 전력난에 끙끙댄다. 그래서 모든 길마다 원래 켜져 있던 가로등 중 일부를 소등하기로 하였다. 길의 가로등을 켜 두면 하루에 길의 미터 수만큼 돈이 들어가는데, 일부를 소등하여 그만큼의 돈을 절약할 수 있다.",입력은 여러 개의 테스트 케이스로 구분되어 있다.,각 테스트 케이스마다 한 줄에 걸쳐 절약할 수 있는 최대 비용을 출력한다.,"[['7 11\n0 1 7\n0 3 5\n1 2 8\n1 3 9\n1 4 7\n2 4 5\n3 4 15\n3 5 6\n4 5 8\n4 6 9\n5 6 11\n0 0', '51']]","#include <stdio.h>
#include <vector>
#include <algorithm>
using namespace std;

int n, m;
vector<pair<int, pair<int, int>>> edges; // 가중치, (시작 정점, 끝 정점)
int parent[200001]; // 유니온 파인드를 위한 부모 노드 배열

int find(int x) { // 유니온 파인드에서 x가 속한 트리의 루트 찾기
    if (parent[x] == x) return x;
    return parent[x] = find(parent[x]);
}

bool merge(int a, int b) { // 유니온 파인드를 이용하여 a가 속한 트리와 b가 속한 트리 합치기
    int root1 = find(a), root2 = find(b);
    if (root1 == root2) return false;
    parent[root2] = root1;
    return true;
}

int kruskal() {
    int saved_cost = 0, cnt = 0;
    sort(edges.begin(), edges.end()); // 가중치를 기준으로 오름차순 정렬
    for (int i = 0; i < edges.size(); i++) {
        int cost = edges[i].first;
        int a = edges[i].second.first, b = edges[i].second.second;
        if (merge(a, b)) { // 신장 트리에 연결
            saved_cost += cost;
            cnt++;
        }
        if (cnt == n - 1) break; // n-1개의 간선을 선택했으면 종료
    }
    return saved_cost;
}

int main() {
    while (true) {
        scanf(""%d %d"", &n, &m);
        if (n == 0 && m == 0) break;

        for (int i = 0; i < n; i++) {
            parent[i] = i; // 유니온 파인드 초기화
        }
        edges.clear(); // 간선 리스트 초기화

        int total_cost = 0;
        for (int i = 0; i < m; i++) {
            int a, b, c;
            scanf(""%d %d %d"", &a, &b, &c);
            edges.push_back({ c, {a, b} });
            total_cost += c;
        }

        printf(""%d\n"", total_cost - kruskal()); // 전체 비용에서 신장 트리 비용 빼기
    }

    return 0;
}"
36,31,그래프와 순회,5,바이러스,2606,신종 바이러스인 웜 바이러스는 네트워크를 통해 전파된다. 한 컴퓨터가 웜 바이러스에 걸리면 그 컴퓨터와 네트워크 상에서 연결되어 있는 모든 컴퓨터는 웜 바이러스에 걸리게 된다.,첫째 줄에는 컴퓨터의 수가 주어진다. 컴퓨터의 수는 100 이하이고 각 컴퓨터에는 1번 부터 차례대로 번호가 매겨진다. 둘째 줄에는 네트워크 상에서 직접 연결되어 있는 컴퓨터 쌍의 수가 주어진다. 이어서 그 수만큼 한 줄에 한 쌍씩 네트워크 상에서 직접 연결되어 있는 컴퓨터의 번호 쌍이 주어진다.,"1번 컴퓨터가 웜 바이러스에 걸렸을 때, 1번 컴퓨터를 통해 웜 바이러스에 걸리게 되는 컴퓨터의 수를 첫째 줄에 출력한다.","[['7\n6\n1 2\n2 3\n1 5\n5 2\n5 6\n4 7', '4']]","#include <stdio.h>

int N, M, cnt;
int map[101][101]; // 인접 행렬
int visit[101]; // 방문 여부 저장을 위한 배열

void dfs(int start) { // dfs 함수 정의
    visit[start] = 1; // 현재 노드 방문 여부 체크
    cnt++; // 걸리는 컴퓨터 수 증가
    for (int i = 1; i <= N; i++) {
        if (visit[i] == 0 && map[start][i] == 1) { // 아직 방문하지 않았고 현재 노드와 이어진 노드인 경우
            dfs(i); // 이어진 노드로 이동
        }
    }
}

int main() {
    scanf(""%d %d"", &N, &M);
    for (int i = 0; i < M; i++) {
        int from, to;
        scanf(""%d %d"", &from, &to);
        map[from][to] = map[to][from] = 1; // 양방향 간선이므로 map에 1로 저장
    }

    dfs(1); // 1번 노드부터 dfs 탐색
    printf(""%d\n"", cnt - 1); // 1번 노드는 제외하고 출력
    return 0;
}"
37,31,그래프와 순회,7,단지번호붙이기,2667,"<그림 1>과 같이 정사각형 모양의 지도가 있다. 1은 집이 있는 곳을, 0은 집이 없는 곳을 나타낸다. 철수는 이 지도를 가지고 연결된 집의 모임인 단지를 정의하고, 단지에 번호를 붙이려 한다. 여기서 연결되었다는 것은 어떤 집이 좌우, 혹은 아래위로 다른 집이 있는 경우를 말한다. 대각선상에 집이 있는 경우는 연결된 것이 아니다. <그림 2>는 <그림 1>을 단지별로 번호를 붙인 것이다. 지도를 입력하여 단지수를 출력하고, 각 단지에 속하는 집의 수를 오름차순으로 정렬하여 출력하는 프로그램을 작성하시오.","첫 번째 줄에는 지도의 크기 N(정사각형이므로 가로와 세로의 크기는 같으며 5≤N≤25)이 입력되고, 그 다음 N줄에는 각각 N개의 자료(0혹은 1)가 입력된다.",첫 번째 줄에는 총 단지수를 출력하시오. 그리고 각 단지내 집의 수를 오름차순으로 정렬하여 한 줄에 하나씩 출력하시오.,"[['7\n0110100\n0110101\n1110101\n0000111\n0100000\n0111110\n0111000', '3\n7\n8\n9']]","#include <stdio.h>
#include <vector>
#include <algorithm>
using namespace std;

int n, cnt;
int map[26][26];
int visited[26][26];
int dr[4] = { -1, 1, 0, 0 };
int dc[4] = { 0, 0, -1, 1 };
vector<int> complex;

void dfs(int r, int c) { // dfs로 단지의 집 개수 세기
    visited[r][c] = 1;
    cnt++;
    for (int i = 0; i < 4; i++) {
        int nr = r + dr[i];
        int nc = c + dc[i];
        if (nr < 0 || nr >= n || nc < 0 || nc >= n) continue;
        if (!visited[nr][nc] && map[nr][nc]) {
            dfs(nr, nc);
        }
    }
}

int main() {
    scanf(""%d"", &n);
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%1d"", &map[i][j]);
        }
    }
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < n; j++) {
            if (!visited[i][j] && map[i][j]) {
                cnt = 0;
                dfs(i, j);
                complex.push_back(cnt);
            }
        }
    }
    sort(complex.begin(), complex.end());
    printf(""%d\n"", complex.size());
    for (int i = 0; i < complex.size(); i++) {
        printf(""%d\n"", complex[i]);
    }
    return 0;
}"
38,30,스택 2,1,문자열 폭발,9935,"상근이는 문자열에 폭발 문자열을 심어 놓았다. 폭발 문자열이 폭발하면 그 문자는 문자열에서 사라지며, 남은 문자열은 합쳐지게 된다.","첫째 줄에 문자열이 주어진다. 문자열의 길이는 1보다 크거나 같고, 1,000,000보다 작거나 같다.",첫째 줄에 모든 폭발이 끝난 후 남은 문자열을 출력한다.,"[['mirkovC4nizCC44\nC4', 'mirkovniz'], ['12ab112ab2ab\n12ab', 'FRULA']]","#include <stdio.h>
#include <string.h>

char s[1000001]; // 문자열
char bomb[37]; // 폭발 문자열
char ans[1000001]; // 정답으로 출력할 문자열

int main() {
    scanf(""%s %s"", s, bomb); // 문자열과 폭발 문자열 입력 받기
    int len = strlen(bomb); // 폭발 문자열 길이
    int pos = 0; // ans 배열 인덱스를 나타내는 변수
    int slen = strlen(s); // 문자열 길이
    for (int i = 0; i < slen; i++) {
        ans[pos++] = s[i]; // ans 배열에 문자 추가
        if (ans[pos-1] == bomb[len-1] && pos >= len) { // 폭발 문자열의 마지막 문자가 추가되고, 그 이상일 경우 폭발 문자열 여부 확인
            int check = 1;
            for (int j = 0; j < len; j++) { // 폭발 문자열과 일치하는지 확인
                if (ans[pos-len+j] != bomb[j]) {
                    check = 0;
                    break;
                }
            }
            if (check) pos -= len; // 폭발 문자열일 경우 ans 배열에서 지우기
        }
    }
    if (pos == 0) printf(""FRULA""); // ans 배열이 비었을 경우
    else { // ans 배열이 비어있지 않은 경우 문자열 출력
        for (int i = 0; i < pos; i++) {
            printf(""%c"", ans[i]);
        }
    }
    return 0;
}"
39,30,스택 2,2,오큰수,17298,"크기가 N인 수열 A = A1, A2, ..., AN이 있다. 수열의 각 원소 Ai에 대해서 오큰수 NGE(i)를 구하려고 한다. Ai의 오큰수는 오른쪽에 있으면서 Ai보다 큰 수 중에서 가장 왼쪽에 있는 수를 의미한다. 그러한 수가 없는 경우에 오큰수는 -1이다.","첫째 줄에 수열 A의 크기 N (1 ≤ N ≤ 1,000,000)이 주어진다. 둘째 줄에 수열 A의 원소 A1, A2, ..., AN (1 ≤ Ai ≤ 1,000,000)이 주어진다.","총 N개의 수 NGE(1), NGE(2), ..., NGE(N)을 공백으로 구분해 출력한다.","[['4\n3 5 2 7', '5 7 7 -1'], ['4\n9 5 4 8', '-1 8 8 -1']]","#include <iostream>
#include <stack>
#include <vector>
using namespace std;

int main() {
    ios_base::sync_with_stdio(0);
    cin.tie(0);
    cout.tie(0);

    int n;
    cin >> n;

    vector<int> v(n);
    vector<int> answer(n, -1);
    stack<int> st;

    for (int i = 0; i < n; i++) {
        cin >> v[i];
    }

    for (int i = 0; i < n; i++) {
        while (!st.empty() && v[st.top()] < v[i]) {
            answer[st.top()] = v[i];
            st.pop();
        }
        st.push(i);
    }

    for (int i = 0; i < n; i++) {
        cout << answer[i] << "" "";
    }

    return 0;
}"
40,30,스택 2,3,오등큰수,17299,"크기가 N인 수열 A = A1, A2, ..., AN이 있다. 수열의 각 원소 Ai에 대해서 오등큰수 NGF(i)를 구하려고 한다.","첫째 줄에 수열 A의 크기 N (1 ≤ N ≤ 1,000,000)이 주어진다. 둘째에 수열 A의 원소 A1, A2, ..., AN (1 ≤ Ai ≤ 1,000,000)이 주어진다.","총 N개의 수 NGF(1), NGF(2), ..., NGF(N)을 공백으로 구분해 출력한다.","[['7\n1 1 2 3 4 2 1', '-1 -1 1 2 2 1 -1']]","#include <stdio.h>
#include <stack>
#include <vector>
#define MAX_N 1000000

using namespace std;

int n;
int arr[MAX_N];
int freq[MAX_N+1]; // 각 수가 나온 빈도수 저장
int ngf[MAX_N];

int main() {
    scanf(""%d"", &n);

    for (int i = 0; i < n; i++) {
        scanf(""%d"", &arr[i]);
        freq[arr[i]]++;
    }

    stack<int> s;
    vector<int> v;

    for (int i = n-1; i >= 0; i--) {
        while (!s.empty() && freq[arr[i]] >= freq[arr[s.top()]]) {
            s.pop();
        }
        if (s.empty()) {
            ngf[i] = -1;
        } else {
            ngf[i] = arr[s.top()];
        }
        s.push(i);
    }

    for (int i = 0; i < n; i++) {
        printf(""%d "", ngf[i]);
    }

    return 0;
}"
